Category,Price,Rating,Stock,Discount,Final_Price,Price_Category,Rating_Label
Home & Garden,8398.0,3.41,Out of Stock,4.0,8062.08,Luxury,Good
Sports,8742.0,3.24,In Stock,4.0,8392.32,Luxury,Good
Home & Garden,8334.0,2.56,In Stock,16.0,7000.56,Luxury,Average
Clothing,2790.0,3.25,In Stock,24.5,2106.45,Mid-Range,Good
Clothing,6781.0,3.25,Out of Stock,21.0,5356.99,Premium,Good
Home & Garden,1215.0,2.38,In Stock,30.0,850.5,Budget,Average
Electronics,4745.0,3.03,In Stock,14.0,4080.7,Mid-Range,Good
Home & Garden,8857.0,3.05,In Stock,15.0,7528.45,Luxury,Good
Sports,2882.0,3.69,Out of Stock,26.0,2132.68,Mid-Range,Good
Home & Garden,6234.0,3.05,In Stock,28.0,4488.48,Premium,Good
Home & Garden,1214.0,1.49,In Stock,4.0,1165.44,Budget,Poor
Electronics,6991.0,1.1,In Stock,21.0,5522.89,Premium,Poor
Home & Garden,3364.0,3.05,Out of Stock,3.0,3263.08,Mid-Range,Good
Home & Garden,8785.0,1.23,Out of Stock,11.0,7818.65,Luxury,Poor
Home & Garden,7313.0,3.05,Out of Stock,1.0,7239.87,Premium,Good
Home & Garden,9999.0,1.83,In Stock,30.0,6999.3,Luxury,Poor
Home & Garden,8760.0,3.05,In Stock,49.0,4467.6,Luxury,Good
Clothing,7933.0,3.25,In Stock,36.0,5077.12,Luxury,Good
Home & Garden,6092.0,2.6,Out of Stock,39.0,3716.12,Premium,Average
Home & Garden,5178.0,3.34,In Stock,20.0,4142.4,Premium,Good
Home & Garden,8863.0,3.05,Out of Stock,24.0,6735.88,Luxury,Good
Sports,8514.0,4.7,Out of Stock,46.0,4597.56,Luxury,Excellent
Electronics,7939.0,1.82,Out of Stock,48.0,4128.28,Luxury,Poor
Electronics,1439.0,1.5,In Stock,28.0,1036.08,Budget,Poor
Home & Garden,6981.0,3.05,Out of Stock,24.0,5305.56,Premium,Good
Home & Garden,7682.0,2.31,Out of Stock,22.0,5991.96,Luxury,Average
Home & Garden,5937.0,3.05,In Stock,24.0,4512.12,Premium,Good
Electronics,185.0,3.03,Out of Stock,9.0,168.35,Budget,Good
Home & Garden,5796.0,3.05,In Stock,44.0,3245.76,Premium,Good
Home & Garden,3646.0,3.05,Out of Stock,33.0,2442.82,Mid-Range,Good
Home & Garden,6547.0,3.59,In Stock,6.0,6154.18,Premium,Good
Home & Garden,1523.0,1.25,Out of Stock,22.0,1187.94,Budget,Poor
Home & Garden,9483.0,2.82,In Stock,24.0,7207.08,Luxury,Average
Home & Garden,9045.0,3.05,In Stock,39.0,5517.45,Luxury,Good
Home & Garden,7897.0,3.05,In Stock,27.0,5764.81,Luxury,Good
Home & Garden,7384.0,3.05,Out of Stock,24.0,5611.84,Premium,Good
Electronics,597.0,3.03,Out of Stock,40.0,358.2,Budget,Good
Home & Garden,6194.0,3.22,In Stock,14.0,5326.84,Premium,Good
Home & Garden,1454.0,3.05,In Stock,37.0,916.02,Budget,Good
Home & Garden,8628.0,3.05,In Stock,14.0,7420.08,Luxury,Good
Sports,5031.0,3.24,In Stock,43.0,2867.67,Premium,Good
Home & Garden,1401.0,3.05,In Stock,24.0,1064.76,Budget,Good
Home & Garden,9590.0,3.05,In Stock,41.0,5658.1,Luxury,Good
Home & Garden,4467.0,3.05,In Stock,0.0,4467.0,Mid-Range,Good
Home & Garden,8003.0,1.27,Out of Stock,5.0,7602.85,Luxury,Poor
Home & Garden,5934.0,3.05,In Stock,18.0,4865.88,Premium,Good
Home & Garden,2861.0,4.2,In Stock,24.0,2174.36,Mid-Range,Excellent
Home & Garden,5376.0,1.73,In Stock,8.0,4945.92,Premium,Poor
Home & Garden,4887.0,3.05,In Stock,23.0,3762.99,Mid-Range,Good
Home & Garden,3204.0,3.09,In Stock,35.0,2082.6,Mid-Range,Good
Home & Garden,8557.0,3.05,Out of Stock,10.0,7701.3,Luxury,Good
Sports,3152.0,1.57,In Stock,6.0,2962.88,Mid-Range,Poor
Home & Garden,1386.0,3.05,In Stock,23.0,1067.22,Budget,Good
Sports,6728.0,3.24,In Stock,39.0,4104.08,Premium,Good
Home & Garden,2194.0,1.06,Out of Stock,22.0,1711.32,Budget,Poor
Home & Garden,7452.0,3.05,In Stock,14.0,6408.72,Premium,Good
Home & Garden,5192.0,1.66,Out of Stock,24.0,3945.92,Premium,Poor
Home & Garden,9782.0,2.47,In Stock,24.0,7434.32,Luxury,Average
Home & Garden,7433.0,3.05,In Stock,12.0,6541.04,Premium,Good
Home & Garden,5036.0,3.05,Out of Stock,24.0,3827.36,Premium,Good
Home & Garden,4740.0,3.05,Out of Stock,42.0,2749.2,Mid-Range,Good
Sports,1263.0,3.24,In Stock,26.0,934.62,Budget,Good
Sports,8357.0,1.76,In Stock,37.0,5264.91,Luxury,Poor
Home & Garden,4883.0,3.36,In Stock,20.0,3906.4,Mid-Range,Good
Home & Garden,8437.0,3.88,Out of Stock,21.0,6665.23,Luxury,Good
Home & Garden,3543.0,3.55,In Stock,6.0,3330.42,Mid-Range,Good
Home & Garden,6441.0,3.05,In Stock,0.0,6441.0,Premium,Good
Electronics,8882.0,3.03,In Stock,28.0,6395.04,Luxury,Good
Sports,731.0,3.24,In Stock,16.0,614.04,Budget,Good
Clothing,9812.0,3.76,In Stock,25.0,7359.0,Luxury,Good
Home & Garden,7728.0,3.42,In Stock,45.0,4250.4,Luxury,Good
Sports,1824.0,1.09,In Stock,3.0,1769.28,Budget,Poor
Home & Garden,3447.0,3.05,Out of Stock,45.0,1895.85,Mid-Range,Good
Home & Garden,7622.0,2.7,In Stock,15.0,6478.7,Luxury,Average
Clothing,3420.0,1.18,In Stock,19.0,2770.2,Mid-Range,Poor
Clothing,8741.0,3.93,Out of Stock,24.5,6599.46,Luxury,Good
Home & Garden,3074.0,3.05,In Stock,3.0,2981.78,Mid-Range,Good
Home & Garden,4962.0,1.12,In Stock,32.0,3374.16,Mid-Range,Poor
Electronics,3745.0,4.21,In Stock,9.0,3407.95,Mid-Range,Excellent
Home & Garden,3042.0,3.05,Out of Stock,16.0,2555.28,Mid-Range,Good
Home & Garden,2400.0,1.38,Out of Stock,34.0,1584.0,Budget,Poor
Home & Garden,4096.0,3.05,In Stock,42.0,2375.68,Mid-Range,Good
Home & Garden,4157.0,3.05,Out of Stock,30.0,2909.9,Mid-Range,Good
Home & Garden,5339.0,3.05,Out of Stock,39.0,3256.79,Premium,Good
Sports,4602.0,3.24,Out of Stock,17.0,3819.66,Mid-Range,Good
Sports,1966.0,4.34,In Stock,4.0,1887.36,Budget,Excellent
Sports,7406.0,3.66,In Stock,26.0,5480.44,Premium,Good
Home & Garden,2708.0,4.14,In Stock,44.0,1516.48,Mid-Range,Excellent
Home & Garden,4962.0,1.07,In Stock,7.0,4614.66,Mid-Range,Poor
Sports,1222.0,3.24,Out of Stock,49.0,623.22,Budget,Good
Clothing,3681.0,3.25,Out of Stock,8.0,3386.52,Mid-Range,Good
Home & Garden,8110.0,3.05,In Stock,48.0,4217.2,Luxury,Good
Sports,9430.0,1.95,In Stock,15.0,8015.5,Luxury,Poor
Electronics,1328.0,3.03,Out of Stock,30.0,929.6,Budget,Good
Home & Garden,6185.0,4.99,Out of Stock,39.0,3772.85,Premium,Excellent
Home & Garden,5541.0,3.05,In Stock,7.0,5153.13,Premium,Good
Home & Garden,9933.0,3.05,Out of Stock,40.0,5959.8,Luxury,Good
Home & Garden,3528.0,4.69,In Stock,24.0,2681.28,Mid-Range,Excellent
Home & Garden,4323.0,3.05,Out of Stock,45.0,2377.65,Mid-Range,Good
Home & Garden,1421.0,1.9,In Stock,49.0,724.71,Budget,Poor
Home & Garden,8414.0,3.05,In Stock,24.0,6394.64,Luxury,Good
Home & Garden,575.0,3.18,In Stock,40.0,345.0,Budget,Good
Home & Garden,5611.0,3.05,Out of Stock,33.0,3759.37,Premium,Good
Sports,3767.0,3.24,Out of Stock,33.0,2523.89,Mid-Range,Good
Sports,9988.0,1.91,In Stock,26.0,7391.12,Luxury,Poor
Home & Garden,5666.0,2.84,In Stock,49.0,2889.66,Premium,Average
Home & Garden,9959.0,4.62,In Stock,46.0,5377.86,Luxury,Excellent
Home & Garden,8091.0,2.24,In Stock,47.0,4288.23,Luxury,Average
Electronics,7967.0,3.72,In Stock,42.0,4620.86,Luxury,Good
Home & Garden,1011.0,3.15,Out of Stock,10.0,909.9,Budget,Good
Electronics,2593.0,1.15,In Stock,43.0,1478.01,Mid-Range,Poor
Home & Garden,9961.0,2.6,In Stock,24.0,7570.36,Luxury,Average
Sports,9227.0,2.25,In Stock,9.0,8396.57,Luxury,Average
Clothing,7307.0,3.25,In Stock,36.0,4676.48,Premium,Good
Home & Garden,5364.0,3.05,In Stock,29.0,3808.44,Premium,Good
Home & Garden,1838.0,3.38,Out of Stock,18.0,1507.16,Budget,Good
Home & Garden,4962.0,3.19,In Stock,21.0,3919.98,Mid-Range,Good
Clothing,2997.0,1.19,In Stock,16.0,2517.48,Mid-Range,Poor
Home & Garden,2531.0,4.92,In Stock,30.0,1771.7,Mid-Range,Excellent
Home & Garden,2437.0,4.98,In Stock,24.0,1852.12,Budget,Excellent
Home & Garden,3034.0,3.77,Out of Stock,11.0,2700.26,Mid-Range,Good
Clothing,4573.0,1.82,In Stock,5.0,4344.35,Mid-Range,Poor
Home & Garden,2466.0,2.52,In Stock,44.0,1380.96,Budget,Average
Clothing,2242.0,3.25,In Stock,13.0,1950.54,Budget,Good
Home & Garden,7805.0,3.05,In Stock,20.0,6244.0,Luxury,Good
Home & Garden,2527.0,4.84,Out of Stock,49.0,1288.77,Mid-Range,Excellent
Home & Garden,1378.0,3.05,In Stock,44.0,771.68,Budget,Good
Home & Garden,6905.0,3.05,In Stock,35.0,4488.25,Premium,Good
Home & Garden,4960.0,3.99,Out of Stock,31.0,3422.4,Mid-Range,Good
Home & Garden,5019.0,3.05,Out of Stock,17.0,4165.77,Premium,Good
Home & Garden,8568.0,2.27,In Stock,15.0,7282.8,Luxury,Average
Home & Garden,7198.0,3.05,In Stock,18.0,5902.36,Premium,Good
Clothing,4905.0,3.25,Out of Stock,23.0,3776.85,Mid-Range,Good
Home & Garden,9922.0,4.97,In Stock,42.0,5754.76,Luxury,Excellent
Home & Garden,2774.0,3.05,In Stock,0.0,2774.0,Mid-Range,Good
Electronics,4519.0,4.49,In Stock,39.0,2756.59,Mid-Range,Excellent
Home & Garden,7967.0,3.05,In Stock,13.0,6931.29,Luxury,Good
Home & Garden,6551.0,3.05,In Stock,28.0,4716.72,Premium,Good
Home & Garden,3831.0,3.97,In Stock,19.0,3103.11,Mid-Range,Good
Home & Garden,2740.0,3.05,In Stock,0.0,2740.0,Mid-Range,Good
Home & Garden,9069.0,3.05,In Stock,28.0,6529.68,Luxury,Good
Home & Garden,743.0,3.27,In Stock,24.0,564.68,Budget,Good
Electronics,8725.0,3.86,In Stock,9.0,7939.75,Luxury,Good
Clothing,6703.0,3.25,In Stock,9.0,6099.73,Premium,Good
Home & Garden,4962.0,1.8,Out of Stock,19.0,4019.22,Mid-Range,Poor
Home & Garden,7842.0,3.59,In Stock,16.0,6587.28,Luxury,Good
Electronics,6161.0,2.01,Out of Stock,18.0,5052.02,Premium,Average
Home & Garden,6083.0,2.23,Out of Stock,36.0,3893.12,Premium,Average
Home & Garden,7025.0,4.43,In Stock,25.0,5268.75,Premium,Excellent
Home & Garden,276.0,3.45,In Stock,3.0,267.72,Budget,Good
Home & Garden,4369.0,4.08,Out of Stock,8.0,4019.48,Mid-Range,Excellent
Home & Garden,6546.0,3.05,In Stock,49.0,3338.46,Premium,Good
Home & Garden,2810.0,2.91,In Stock,47.0,1489.3,Mid-Range,Average
Home & Garden,5181.0,3.05,In Stock,44.0,2901.36,Premium,Good
Electronics,6848.0,4.93,Out of Stock,26.0,5067.52,Premium,Excellent
Home & Garden,968.0,1.05,In Stock,42.0,561.44,Budget,Poor
Sports,1999.0,3.61,Out of Stock,20.0,1599.2,Budget,Good
Clothing,7902.0,1.74,In Stock,44.0,4425.12,Luxury,Poor
Home & Garden,5369.0,3.05,In Stock,29.0,3811.99,Premium,Good
Electronics,1138.0,4.74,In Stock,4.0,1092.48,Budget,Excellent
Home & Garden,9151.0,1.23,In Stock,18.0,7503.82,Luxury,Poor
Home & Garden,1351.0,2.74,In Stock,3.0,1310.47,Budget,Average
Home & Garden,3016.0,1.25,In Stock,1.0,2985.84,Mid-Range,Poor
Home & Garden,1132.0,2.04,Out of Stock,12.0,996.16,Budget,Average
Home & Garden,4874.0,3.05,In Stock,20.0,3899.2,Mid-Range,Good
Sports,5031.0,4.02,Out of Stock,5.0,4779.45,Premium,Excellent
Home & Garden,1112.0,3.05,Out of Stock,1.0,1100.88,Budget,Good
Home & Garden,7446.0,3.05,In Stock,42.0,4318.68,Premium,Good
Home & Garden,4877.0,3.05,In Stock,30.0,3413.9,Mid-Range,Good
Electronics,7769.0,3.03,In Stock,45.0,4272.95,Luxury,Good
Electronics,4347.0,4.9,In Stock,25.0,3260.25,Mid-Range,Excellent
Home & Garden,5350.0,3.05,Out of Stock,27.0,3905.5,Premium,Good
Home & Garden,3150.0,3.05,In Stock,7.0,2929.5,Mid-Range,Good
Home & Garden,7050.0,3.05,In Stock,37.0,4441.5,Premium,Good
Clothing,6363.0,3.74,Out of Stock,13.0,5535.81,Premium,Good
Home & Garden,7639.0,3.05,Out of Stock,33.0,5118.13,Luxury,Good
Clothing,1570.0,3.9,In Stock,39.0,957.7,Budget,Good
Home & Garden,3725.0,3.97,In Stock,8.0,3427.0,Mid-Range,Good
Home & Garden,1253.0,3.05,In Stock,24.0,952.28,Budget,Good
Home & Garden,4657.0,3.05,In Stock,30.0,3259.9,Mid-Range,Good
Home & Garden,5411.0,3.05,Out of Stock,24.0,4112.36,Premium,Good
Home & Garden,3130.0,3.05,In Stock,3.0,3036.1,Mid-Range,Good
Sports,4062.0,3.52,Out of Stock,26.0,3005.88,Mid-Range,Good
Clothing,8524.0,3.25,In Stock,5.0,8097.8,Luxury,Good
Home & Garden,8290.0,3.05,In Stock,24.0,6300.4,Luxury,Good
Home & Garden,4264.0,3.91,In Stock,3.0,4136.08,Mid-Range,Good
Home & Garden,3030.0,4.99,Out of Stock,37.0,1908.9,Mid-Range,Excellent
Home & Garden,105.0,1.56,Out of Stock,31.0,72.45,Budget,Poor
Home & Garden,4951.0,3.05,In Stock,41.0,2921.09,Mid-Range,Good
Home & Garden,9551.0,3.05,Out of Stock,4.0,9168.96,Luxury,Good
Clothing,8084.0,3.25,In Stock,24.0,6143.84,Luxury,Good
Home & Garden,9269.0,3.05,Out of Stock,10.0,8342.1,Luxury,Good
Home & Garden,9928.0,3.05,In Stock,27.0,7247.44,Luxury,Good
Home & Garden,7405.0,3.05,In Stock,31.0,5109.45,Premium,Good
Home & Garden,4552.0,1.76,Out of Stock,28.0,3277.44,Mid-Range,Poor
Home & Garden,9251.0,3.05,Out of Stock,19.0,7493.31,Luxury,Good
Sports,4983.0,4.27,In Stock,7.0,4634.19,Mid-Range,Excellent
Home & Garden,9159.0,4.06,Out of Stock,9.0,8334.69,Luxury,Excellent
Home & Garden,3652.0,3.56,In Stock,24.0,2775.52,Mid-Range,Good
Home & Garden,7022.0,1.52,Out of Stock,14.0,6038.92,Premium,Poor
Sports,547.0,1.48,In Stock,15.0,464.95,Budget,Poor
Home & Garden,7669.0,3.05,In Stock,42.0,4448.02,Luxury,Good
Home & Garden,5107.0,3.05,In Stock,17.0,4238.81,Premium,Good
Home & Garden,6717.0,4.74,In Stock,20.0,5373.6,Premium,Excellent
Home & Garden,3245.0,4.32,Out of Stock,14.0,2790.7,Mid-Range,Excellent
Home & Garden,5577.0,4.16,In Stock,43.0,3178.89,Premium,Excellent
Home & Garden,7120.0,3.45,Out of Stock,33.0,4770.4,Premium,Good
Electronics,4745.0,3.03,In Stock,18.0,3890.9,Mid-Range,Good
Sports,6841.0,1.98,Out of Stock,28.0,4925.52,Premium,Poor
Clothing,5059.0,3.25,Out of Stock,16.0,4249.56,Premium,Good
Clothing,5194.0,3.02,Out of Stock,12.0,4570.72,Premium,Good
Home & Garden,1656.0,2.06,In Stock,6.0,1556.64,Budget,Average
Home & Garden,2876.0,3.18,In Stock,24.0,2185.76,Mid-Range,Good
Home & Garden,2904.0,3.74,In Stock,43.0,1655.28,Mid-Range,Good
Home & Garden,8144.0,3.05,In Stock,18.0,6678.08,Luxury,Good
Home & Garden,9151.0,3.05,In Stock,27.0,6680.23,Luxury,Good
Home & Garden,8378.0,1.09,Out of Stock,35.0,5445.7,Luxury,Poor
Clothing,6686.0,3.45,In Stock,49.0,3409.86,Premium,Good
Clothing,7901.0,3.88,In Stock,31.0,5451.69,Luxury,Good
Electronics,7316.0,1.14,In Stock,0.0,7316.0,Premium,Poor
Home & Garden,3029.0,3.05,Out of Stock,24.0,2302.04,Mid-Range,Good
Home & Garden,2197.0,1.77,Out of Stock,30.0,1537.9,Budget,Poor
Electronics,2030.0,3.03,Out of Stock,26.0,1502.2,Budget,Good
Home & Garden,4962.0,3.05,In Stock,44.0,2778.72,Mid-Range,Good
Home & Garden,9213.0,3.05,Out of Stock,47.0,4882.89,Luxury,Good
Home & Garden,1422.0,2.23,Out of Stock,28.0,1023.84,Budget,Average
Home & Garden,2691.0,3.05,In Stock,48.0,1399.32,Mid-Range,Good
Home & Garden,1258.0,2.58,In Stock,29.0,893.18,Budget,Average
Home & Garden,8763.0,4.8,Out of Stock,11.0,7799.07,Luxury,Excellent
Home & Garden,6433.0,1.79,In Stock,24.0,4889.08,Premium,Poor
Home & Garden,7440.0,3.05,Out of Stock,25.0,5580.0,Premium,Good
Electronics,4745.0,2.73,Out of Stock,34.0,3131.7,Mid-Range,Average
Home & Garden,7003.0,3.05,In Stock,3.0,6792.91,Premium,Good
Home & Garden,7088.0,4.28,Out of Stock,26.0,5245.12,Premium,Excellent
Electronics,1578.0,3.03,In Stock,26.0,1167.72,Budget,Good
Sports,565.0,1.61,In Stock,49.0,288.15,Budget,Poor
Home & Garden,2723.0,3.05,In Stock,44.0,1524.88,Mid-Range,Good
Home & Garden,3928.0,3.05,In Stock,9.0,3574.48,Mid-Range,Good
Home & Garden,4732.0,3.05,Out of Stock,45.0,2602.6,Mid-Range,Good
Home & Garden,3521.0,3.05,In Stock,33.0,2359.07,Mid-Range,Good
Sports,3056.0,3.24,In Stock,3.0,2964.32,Mid-Range,Good
Home & Garden,8187.0,2.39,Out of Stock,25.0,6140.25,Luxury,Average
Home & Garden,6147.0,3.05,In Stock,4.0,5901.12,Premium,Good
Home & Garden,4882.0,3.05,In Stock,8.0,4491.44,Mid-Range,Good
Home & Garden,834.0,4.43,Out of Stock,42.0,483.72,Budget,Excellent
Home & Garden,6961.0,3.05,In Stock,10.0,6264.9,Premium,Good
Home & Garden,1398.0,3.05,In Stock,13.0,1216.26,Budget,Good
Clothing,4700.0,1.31,Out of Stock,22.0,3666.0,Mid-Range,Poor
Home & Garden,7868.0,3.74,In Stock,14.0,6766.48,Luxury,Good
Home & Garden,8635.0,3.05,In Stock,30.0,6044.5,Luxury,Good
Home & Garden,4601.0,3.39,Out of Stock,7.0,4278.93,Mid-Range,Good
Home & Garden,873.0,3.05,In Stock,15.0,742.05,Budget,Good
Electronics,3947.0,3.03,In Stock,48.0,2052.44,Mid-Range,Good
Electronics,552.0,4.36,In Stock,47.0,292.56,Budget,Excellent
Home & Garden,1398.0,3.35,Out of Stock,31.0,964.62,Budget,Good
Clothing,8686.0,4.03,Out of Stock,11.0,7730.54,Luxury,Excellent
Clothing,3958.0,2.37,In Stock,13.0,3443.46,Mid-Range,Average
Home & Garden,166.0,4.98,Out of Stock,45.0,91.3,Budget,Excellent
Home & Garden,4374.0,1.12,In Stock,13.0,3805.38,Mid-Range,Poor
Home & Garden,9265.0,3.05,In Stock,47.0,4910.45,Luxury,Good
Sports,9181.0,3.24,Out of Stock,14.0,7895.66,Luxury,Good
Home & Garden,9966.0,3.05,Out of Stock,16.0,8371.44,Luxury,Good
Home & Garden,7087.0,3.05,Out of Stock,47.0,3756.11,Premium,Good
Sports,3673.0,2.92,Out of Stock,40.0,2203.8,Mid-Range,Average
Home & Garden,6764.0,3.05,In Stock,46.0,3652.56,Premium,Good
Home & Garden,8254.0,3.05,In Stock,7.0,7676.22,Luxury,Good
Home & Garden,2470.0,2.79,Out of Stock,23.0,1901.9,Budget,Average
Electronics,7870.0,3.03,Out of Stock,45.0,4328.5,Luxury,Good
Home & Garden,9526.0,3.05,In Stock,5.0,9049.7,Luxury,Good
Home & Garden,3396.0,2.13,In Stock,35.0,2207.4,Mid-Range,Average
Home & Garden,4962.0,2.74,In Stock,47.0,2629.86,Mid-Range,Average
Clothing,8533.0,3.25,In Stock,1.0,8447.67,Luxury,Good
Home & Garden,6313.0,4.45,Out of Stock,18.0,5176.66,Premium,Excellent
Electronics,1188.0,2.52,In Stock,31.0,819.72,Budget,Average
Home & Garden,2365.0,3.05,Out of Stock,31.0,1631.85,Budget,Good
Clothing,288.0,2.0,In Stock,11.0,256.32,Budget,Poor
Home & Garden,5009.0,3.08,Out of Stock,37.0,3155.67,Premium,Good
Home & Garden,9634.0,3.05,In Stock,48.0,5009.68,Luxury,Good
Home & Garden,9485.0,3.05,In Stock,24.0,7208.6,Luxury,Good
Home & Garden,7374.0,3.05,In Stock,43.0,4203.18,Premium,Good
Home & Garden,233.0,2.65,In Stock,7.0,216.69,Budget,Average
Home & Garden,5326.0,2.47,In Stock,4.0,5112.96,Premium,Average
Electronics,5257.0,3.03,In Stock,31.0,3627.33,Premium,Good
Electronics,1853.0,3.04,In Stock,15.0,1575.05,Budget,Good
Home & Garden,5317.0,1.81,In Stock,22.0,4147.26,Premium,Poor
Home & Garden,808.0,3.05,In Stock,9.0,735.28,Budget,Good
Sports,2736.0,2.47,In Stock,12.0,2407.68,Mid-Range,Average
Home & Garden,2232.0,2.41,In Stock,2.0,2187.36,Budget,Average
Home & Garden,9229.0,3.91,In Stock,40.0,5537.4,Luxury,Good
Home & Garden,4962.0,1.7,Out of Stock,35.0,3225.3,Mid-Range,Poor
Home & Garden,6409.0,3.84,Out of Stock,35.0,4165.85,Premium,Good
Home & Garden,6220.0,3.05,In Stock,44.0,3483.2,Premium,Good
Home & Garden,9759.0,3.05,In Stock,5.0,9271.05,Luxury,Good
Home & Garden,7023.0,3.51,In Stock,24.0,5337.48,Premium,Good
Home & Garden,6842.0,3.05,In Stock,14.0,5884.12,Premium,Good
Home & Garden,5062.0,3.05,In Stock,17.0,4201.46,Premium,Good
Home & Garden,3730.0,1.34,In Stock,42.0,2163.4,Mid-Range,Poor
Home & Garden,2291.0,3.05,In Stock,29.0,1626.61,Budget,Good
Home & Garden,5948.0,3.05,Out of Stock,24.0,4520.48,Premium,Good
Sports,6160.0,3.24,In Stock,1.0,6098.4,Premium,Good
Electronics,3472.0,1.57,In Stock,26.0,2569.28,Mid-Range,Poor
Home & Garden,993.0,3.71,In Stock,41.0,585.87,Budget,Good
Home & Garden,8700.0,3.05,In Stock,30.0,6090.0,Luxury,Good
Clothing,2998.0,4.09,In Stock,7.0,2788.14,Mid-Range,Excellent
Home & Garden,4962.0,3.05,In Stock,29.0,3523.02,Mid-Range,Good
Home & Garden,6281.0,2.72,In Stock,41.0,3705.79,Premium,Average
Sports,1157.0,2.17,In Stock,25.0,867.75,Budget,Average
Home & Garden,7092.0,3.05,In Stock,25.0,5319.0,Premium,Good
Home & Garden,4962.0,3.05,Out of Stock,34.0,3274.92,Mid-Range,Good
Home & Garden,4037.0,1.48,In Stock,43.0,2301.09,Mid-Range,Poor
Electronics,8210.0,3.03,Out of Stock,10.0,7389.0,Luxury,Good
Electronics,6791.0,3.03,In Stock,33.0,4549.97,Premium,Good
Home & Garden,219.0,3.35,In Stock,25.0,164.25,Budget,Good
Home & Garden,4601.0,3.05,In Stock,33.0,3082.67,Mid-Range,Good
Electronics,5393.0,1.08,In Stock,47.0,2858.29,Premium,Poor
Home & Garden,2042.0,3.05,In Stock,20.0,1633.6,Budget,Good
Home & Garden,3441.0,2.07,In Stock,37.0,2167.83,Mid-Range,Average
Home & Garden,5040.0,2.85,In Stock,39.0,3074.4,Premium,Average
Electronics,3933.0,3.1,In Stock,21.0,3107.07,Mid-Range,Good
Home & Garden,3098.0,3.05,In Stock,21.0,2447.42,Mid-Range,Good
Home & Garden,5659.0,3.05,In Stock,23.0,4357.43,Premium,Good
Clothing,6606.0,3.25,In Stock,45.0,3633.3,Premium,Good
Home & Garden,4650.0,3.36,In Stock,3.0,4510.5,Mid-Range,Good
Home & Garden,4578.0,3.05,In Stock,22.0,3570.84,Mid-Range,Good
Home & Garden,367.0,4.61,In Stock,38.0,227.54,Budget,Excellent
Home & Garden,5908.0,3.05,In Stock,35.0,3840.2,Premium,Good
Home & Garden,7765.0,3.05,In Stock,35.0,5047.25,Luxury,Good
Home & Garden,860.0,3.05,In Stock,28.0,619.2,Budget,Good
Home & Garden,4962.0,2.68,In Stock,30.0,3473.4,Mid-Range,Average
Electronics,4207.0,3.03,Out of Stock,15.0,3575.95,Mid-Range,Good
Home & Garden,4576.0,3.05,In Stock,24.0,3477.76,Mid-Range,Good
Home & Garden,4687.0,2.99,In Stock,49.0,2390.37,Mid-Range,Average
Home & Garden,2018.0,4.97,In Stock,34.0,1331.88,Budget,Excellent
Home & Garden,8305.0,2.94,In Stock,31.0,5730.45,Luxury,Average
Home & Garden,4499.0,4.72,In Stock,13.0,3914.13,Mid-Range,Excellent
Home & Garden,8795.0,3.05,In Stock,15.0,7475.75,Luxury,Good
Home & Garden,3502.0,4.62,In Stock,30.0,2451.4,Mid-Range,Excellent
Home & Garden,3947.0,3.05,In Stock,39.0,2407.67,Mid-Range,Good
Home & Garden,9466.0,3.05,In Stock,34.0,6247.56,Luxury,Good
Home & Garden,8214.0,1.55,In Stock,19.0,6653.34,Luxury,Poor
Home & Garden,6046.0,1.22,In Stock,12.0,5320.48,Premium,Poor
Home & Garden,6731.0,3.05,In Stock,24.0,5115.56,Premium,Good
Electronics,8200.0,3.03,In Stock,22.0,6396.0,Luxury,Good
Home & Garden,7809.0,3.05,In Stock,17.0,6481.47,Luxury,Good
Electronics,4330.0,3.03,In Stock,35.0,2814.5,Mid-Range,Good
Home & Garden,1999.0,3.05,Out of Stock,29.0,1419.29,Budget,Good
Home & Garden,193.0,3.05,In Stock,39.0,117.73,Budget,Good
Home & Garden,4765.0,3.05,Out of Stock,27.0,3478.45,Mid-Range,Good
Sports,9415.0,3.24,In Stock,3.0,9132.55,Luxury,Good
Home & Garden,4025.0,3.05,In Stock,42.0,2334.5,Mid-Range,Good
Home & Garden,3141.0,3.05,In Stock,13.0,2732.67,Mid-Range,Good
Home & Garden,6168.0,3.05,Out of Stock,24.0,4687.68,Premium,Good
Home & Garden,5146.0,3.05,In Stock,23.0,3962.42,Premium,Good
Home & Garden,4962.0,1.5,Out of Stock,47.0,2629.86,Mid-Range,Poor
Home & Garden,1525.0,4.97,Out of Stock,46.0,823.5,Budget,Excellent
Home & Garden,7785.0,1.42,Out of Stock,39.0,4748.85,Luxury,Poor
Electronics,4204.0,1.86,In Stock,15.0,3573.4,Mid-Range,Poor
